,names,stars,price_details,memory,camara_info,display,battery,processor
28,"Infinix Smart 6 HD (Origin Blue, 32 GB)",4.4,"₹5,599
₹8,99937% off",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio A22 Processor
35,"realme C35 (Glowing Black, 64 GB)",4.4,"₹11,999
₹13,99914% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 0.3MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
46,"realme C35 (Glowing Green, 64 GB)",4.4,"₹11,999
₹13,99914% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 0.3MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
59,"realme C33 (Night Sea, 32 GB)",4.4,"₹8,999
₹11,99925% off",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,50MP + 0.3MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
60,"realme C33 (Sandy Gold, 32 GB)",4.4,"₹8,999
₹11,99925% off",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,50MP + 0.3MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
68,"realme C35 (Glowing Green, 128 GB)",4.4,"₹12,999
₹14,99913% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 0.3MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
69,"realme C35 (Glowing Black, 128 GB)",4.4,"₹12,999
₹14,99913% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 0.3MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
77,"vivo T1 44W (Midnight Galaxy, 128 GB)",4.4,"₹15,999
₹20,99023% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
103,"vivo T1 44W (Starry Sky, 128 GB)",4.4,"₹15,999
₹20,99023% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
120,"vivo T1X (Space Blue, 128 GB)",4.4,"₹14,999
₹18,99021% off",6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
129,"POCO C50 (Country Green, 32 GB)",4.4,"₹6,249
₹8,99930% off",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor"
132,"realme C31 (Dark Green, 64 GB)",4.4,"₹9,999
₹11,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP + 0.3MP | 5MP Front Camera,16.56 cm (6.52 inch) HD Display,5000 mAh Battery,Unisoc T612 Processor
140,"vivo T1 5G (Starlight Black, 128 GB)",4.4,"₹16,990
₹20,99019% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 695 Processor
144,"realme C31 (Light Silver, 64 GB)",4.4,"₹9,999
₹11,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP + 0.3MP | 5MP Front Camera,16.56 cm (6.52 inch) HD Display,5000 mAh Battery,Unisoc T612 Processor
147,"vivo T1X (Gravity Black, 128 GB)",4.4,"₹14,999
₹18,99021% off",6 GB RAM | 128 GB ROM,50MP + 2MP | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
153,"realme 10 Pro 5G (Nebula Blue, 128 GB)",4.4,"₹19,999
₹22,99913% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 16MP Front Camera,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
154,"realme 10 Pro 5G (Dark Matter, 128 GB)",4.4,"₹19,999
₹22,99913% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 16MP Front Camera,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
155,"realme 10 Pro 5G (Nebula Blue, 128 GB)",4.4,"₹18,999
₹20,9999% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 16MP Front Camera,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
156,"realme 10 Pro 5G (Hyperspace, 128 GB)",4.4,"₹18,999
₹20,9999% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 16MP Front Camera,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
161,"realme 10 Pro 5G (Dark Matter, 128 GB)",4.4,"₹18,999
₹20,9999% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 2MP | 16MP Front Camera,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
169,"OPPO A17 (Midnight Black, 64 GB)",4.4,"₹12,499
₹14,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,50MP + 0.3MP + 0.3MP | 5MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
172,"POCO C50 (Royal Blue, 32 GB)",4.4,"₹6,249
₹8,99930% off",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor"
177,"REDMI Note 10S (Frost White, 64 GB)",4.4,"₹12,999
₹16,99923% off",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.33 cm (6.43 inch) Full HD+ Super AMOLED Display,5000 mAh Lithium-Ploymer Battery,Mediatek Helio G95 Processor
201,"realme Narzo 50 (Speed Blue, 128 GB)",4.4,"₹15,499
₹17,99913% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
203,"realme Narzo 50 (Speed Black, 128 GB)",4.4,"₹15,499
₹17,99913% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
210,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",4.4,"₹10,699
₹16,99937% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 5MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6000 mAh Lithium Ion Battery,Exynos 850 Processor
225,"realme 10 (Clash White, 64 GB)",4.4,"₹13,999
₹15,99912% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor
229,"vivo T1 5G (Rainbow Fantasy, 128 GB)",4.4,"₹20,990",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 695 Processor
236,"realme C11 2021 (Cool Blue, 32 GB)",4.4,"₹7,499
₹7,9996% off",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Octa-core Processor
237,"realme C11 2021 (Cool Grey, 32 GB)",4.4,"₹7,499
₹7,9996% off",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Octa-core Processor
260,"OPPO K10 5G (Ocean Blue, 128 GB)",4.4,"₹17,699
₹25,99931% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,48MP + 2MP | 8MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 810 Processor
264,"realme C21 (Cross Black, 64 GB)",4.4,"₹10,499
₹10,9994% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G35 Processor
267,"realme C21 (Cross Blue, 32 GB)",4.4,"₹9,499
₹9,9995% off",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G35 Processor
269,"OPPO K10 (Blue Flame, 128 GB)",4.4,"₹15,099
₹18,99920% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
292,"OPPO F19 (Prism Black, 128 GB)",4.4,"₹14,990
₹20,99028% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,48MP + 2MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
297,"Google Pixel 6a (Charcoal, 128 GB)",4.4,"₹30,299
₹43,99931% off",6 GB RAM | 128 GB ROM,12.2MP + 12MP | 8MP Front Camera,15.6 cm (6.14 inch) Full HD+ Display,4410 mAh Battery,Google Tensor Processor
298,"Google Pixel 6a (Chalk, 128 GB)",4.4,"₹30,299
₹43,99931% off",6 GB RAM | 128 GB ROM,12.2MP + 12MP | 8MP Front Camera,15.6 cm (6.14 inch) Full HD+ Display,4410 mAh Battery,Google Tensor Processor
315,"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",4.4,"₹23,999
₹28,99017% off",6 GB RAM | 128 GB ROM,64MP + 8MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
323,"POCO M4 Pro (Yellow, 128 GB)",4.4,"₹14,999
₹21,99931% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,64MP + 8MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ AMOLED Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
348,"POCO X5 Pro 5G (Astral Black, 128 GB)",4.4,"₹22,999
₹25,99911% off",6 GB RAM | 128 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
400,"OPPO F21 Pro (Sunset Orange, 128 GB)",4.4,"₹20,999
₹27,99925% off",8 GB RAM | 128 GB ROM,64MP Rear Camera,16.33 cm (6.43 inch) Display,4500 mAh Battery,12 months
433,"vivo Y33T (Mirror Black, 128 GB)",4.4,"₹16,749
₹22,99027% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
439,"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)",4.4,"₹39,999
₹74,99946% off",8 GB RAM | 128 GB ROM,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
455,"OPPO F19 Pro+ 5G (Fluid Black, 128 GB)",4.4,"₹17,999
₹29,99039% off",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,4310 mAh Lithium-ion Polymer Battery,MediaTek Dimensity 800U Processor
470,"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"₹24,999
₹30,99019% off",8 GB RAM | 128 GB ROM,64MP + 8MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
481,"realme C21 (Cross Black, 32 GB)",4.4,"₹9,499
₹9,9995% off",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G35 Processor
504,"realme 9 (Meteor Black, 128 GB)",4.4,"₹17,999
₹22,99921% off",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,108MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
505,"realme 9 (Meteor Black, 128 GB)",4.4,"₹16,999
₹20,99919% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,108MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
515,Kechaoda K33,4.4,"₹1,199
₹1,49920% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,800 mAh Battery,1 Year Warranty
532,"SAMSUNG Galaxy S21 FE 5G (Olive, 128 GB)",4.4,"₹39,999
₹74,99946% off",8 GB RAM | 128 GB ROM,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
549,"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)",4.4,"₹39,999
₹74,99946% off",8 GB RAM | 128 GB ROM,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
552,"POCO X5 Pro 5G (Yellow, 128 GB)",4.4,"₹22,999
₹25,99911% off",6 GB RAM | 128 GB ROM,108MP + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
561,"Google Pixel 7 Pro (Hazel, 128 GB)",4.4,"₹80,999
₹84,9994% off",12 GB RAM | 128 GB ROM,50MP + 48MP + 12MP | 10.8MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,4926 mAh Battery,Google Tensor G2 Processor
573,"realme 9 Pro 5G (Aurora Green, 128 GB)",4.4,"₹18,999
₹21,99913% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,64MP + 8MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Li-ion Battery,Qualcomm Snapdragon 695 Processor
574,"realme C20 (Cool Grey, 32 GB)",4.4,"₹7,499
₹7,9996% off",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G35 Processor
576,"realme 9 (Sunburst Gold, 128 GB)",4.4,"₹16,999
₹20,99919% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,108MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
577,"realme 9 (Stargaze White, 128 GB)",4.4,"₹16,999
₹20,99919% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,108MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
578,"realme 9 (Sunburst Gold, 128 GB)",4.4,"₹17,999
₹22,99921% off",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,108MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
580,Nokia 5310 TA-1212 DS,4.4,"₹3,549
₹3,99911% off",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1200 mAh Lithium-ion Battery,MT6260A Processor
596,"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)",4.4,"₹39,999
₹74,99946% off",8 GB RAM | 128 GB ROM,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
616,"realme 8i (Space Black, 128 GB)",4.4,"₹15,999
₹17,99911% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,50MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G96 Processor
628,"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)",4.4,"₹39,999
₹49,99920% off",8 GB RAM | 128 GB ROM,50MP + 13MP + 2MP | 32MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4400 mAh Lithium Battery,Qualcomm Snapdragon 888 + Processor
637,"MOTOROLA e22s (Eco Black, 64 GB)",4.4,"₹10,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G37 Processor
653,"realme 9 Pro+ 5G (Midnight Black, 128 GB)",4.4,"₹24,999
₹27,99910% off",6 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
672,"Google Pixel 7 (Obsidian, 128 GB)",4.4,"₹56,999
₹59,9995% off",8 GB RAM | 128 GB ROM,50MP + 12MP | 10.8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4270 mAh Battery,Google Tensor G2 Processor
673,"Google Pixel 7 (Lemongrass, 128 GB)",4.4,"₹56,999
₹59,9995% off",8 GB RAM | 128 GB ROM,50MP + 12MP | 10.8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4270 mAh Battery,Google Tensor G2 Processor
676,"IQOO Neo 6 5G (Cyber Rage, 128 GB)",4.4,"₹30,200
₹34,99013% off",8 GB RAM | 128 GB ROM,64MP Rear Camera,16.81 cm (6.62 inch) Display,4700 mAh Battery,1 Year
683,"Google Pixel 7 Pro (Snow, 128 GB)",4.4,"₹80,999
₹84,9994% off",12 GB RAM | 128 GB ROM,50MP + 48MP + 12MP | 10.8MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,4926 mAh Battery,Google Tensor G2 Processor
691,"Google Pixel 7 Pro (Obsidian, 128 GB)",4.4,"₹80,999
₹84,9994% off",12 GB RAM | 128 GB ROM,50MP + 48MP + 12MP | 10.8MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,4926 mAh Battery,Google Tensor G2 Processor
694,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",4.4,"₹39,999
₹49,99920% off",8 GB RAM | 128 GB ROM,50MP + 13MP + 2MP | 32MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4400 mAh Lithium Battery,Qualcomm Snapdragon 888 + Processor
701,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",4.4,"₹39,999
₹49,99920% off",8 GB RAM | 128 GB ROM,50MP + 13MP + 2MP | 32MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4400 mAh Lithium Battery,Qualcomm Snapdragon 888 + Processor
709,"realme 9 5G SE (Starry Glow, 128 GB)",4.4,"₹19,999
₹24,99920% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 778G Processor
711,"realme 9 5G SE (Azure Glow, 128 GB)",4.4,"₹19,999
₹24,99920% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 778G Processor
746,"vivo Y33T (Starry Gold, 128 GB)",4.4,"₹16,790
₹22,99026% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP + 2MP | 16MP Front Camera,16.71 cm (6.58 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
774,"POCO M2 Pro (Green and Greener, 128 GB)",4.4,"₹19,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 720G Processor
775,"realme 9 Pro+ 5G (Midnight Black, 128 GB)",4.4,"₹26,999
₹29,99910% off",8 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
777,"realme 9 Pro+ 5G (Aurora Green, 128 GB)",4.4,"₹24,999
₹27,99910% off",6 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
784,"realme 9 5G (Supersonic Black, 128 GB)",4.4,"₹17,499
₹20,99916% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
841,"SAMSUNG Galaxy Z Flip3 5G (Cream, 128 GB)",4.4,"₹69,999
₹95,99927% off",8 GB RAM | 128 GB ROM,12MP + 12MP | 10MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon 888 Octa-Core Processor
844,"realme 8 (Cyber Black, 128 GB)",4.4,"₹15,999
₹16,9995% off",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G95 Processor
845,"realme 8 (Cyber Silver, 128 GB)",4.4,"₹16,999
₹17,9995% off",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G95 Processor
861,"OPPO A57 (Glowing Black, 64 GB)",4.4,"₹13,999
₹16,99017% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 8MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
