,names,stars,memory,camara_info,display,battery,processor,Price
91,"realme C30 (Lake Blue, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,5999.0
95,"POCO C50 (Country Green, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",6999.0
113,"Infinix NOTE 12i (Force Black, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50 MP + 2 MP + QVGA | 8MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G85 Processor,9999.0
121,"POCO C50 (Royal Blue, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",6999.0
123,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,5549.0
151,"REDMI A1 (Black, 32 GB)",4.3,2 GB RAM | 32 GB ROM,5MP Rear Camera,16.56 cm (6.52 inch) Display,5000 mAh Battery,12 months,6499.0
157,"REDMI A1 (Light Green, 32 GB)",4.3,2 GB RAM | 32 GB ROM,5MP Rear Camera,16.56 cm (6.52 inch) Display,5000 mAh Battery,12 months,6499.0
175,SAMSUNG Guru Music 2,4.3,NA ROM,800 mAh Battery,5.08 cm (2 inch) NA Display,0 0 0 208MHz Processor,1 Year Manufacturer Warranty,2059.0
186,Nokia TA-1459,4.3,32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,800 mAh Lithium Ion Battery,SC6531E Processor,1449.0
213,SAMSUNG GT-E1215,4.3,NA ROM,800 mAh Battery,3.81 cm (1.5 inch) NA Display,0 0 0 0 Processor Processor,1 Year for Mobile & 6 Months for Accessories,1499.0
224,"realme C30 (Bamboo Green, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,5999.0
238,"realme C30s (Stripe Black, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor,8499.0
243,"realme C30s (Stripe Blue, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor,8499.0
246,SAMSUNG Guru Music 2,4.3,NA ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,800 mAh Li-Ion Battery,NA 0 Single Core 208MHz Processor,2098.0
286,itel IT5626,4.3,8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor,1749.0
287,"Infinix Smart 6 (Heart Of Ocean, 64 GB)",4.3,2 GB RAM | 64 GB ROM | Expandable Upto 512 GB,8 MP + Depth Lens | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Li-ion Polymer Battery,Mediatek Helio A22 Processor,6999.0
289,"Infinix Smart 6 (Polar Black, 64 GB)",4.3,2 GB RAM | 64 GB ROM | Expandable Upto 512 GB,8 MP + Depth Lens | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Li-ion Polymer Battery,Mediatek Helio A22 Processor,6999.0
290,GREENBERRI VIRAT,4.3,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year For Mobile,849.0
309,"vivo Y15s (Mystic Blue, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 8MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Lithium Battery Battery,Mediatek Helio P35 Processor,9499.0
319,"MOTOROLA e13 (Creamy White, 64 GB)",4.3,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Unisoc T606 Processor,6999.0
322,"REDMI 9 Activ (Carbon Black, 64 GB)",4.3,4 GB RAM | 64 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,9083.0
337,"realme C11 2021 (Cool Grey, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Octa-core Processor,8999.0
352,Nokia 105SS PLUS,4.3,32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,1000 mAh Battery,SC6531E Processor,1390.0
369,"vivo Y15s (Wave Green, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 8MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Lithium Battery Battery,Mediatek Helio P35 Processor,9499.0
373,"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,5549.0
406,Nokia 105 ss,4.3,4 MB RAM | 4 MB ROM,800 mAh Battery,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Warranty,,1480.0
407,"Infinix Smart 6 Plus (Miracle Black, 64 GB)",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 512 GB,8 MP + Depth Lens | 5MP Front Camera,17.32 cm (6.82 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G25 Processor,8299.0
410,"itel Vision3 (Multi Green, 32 GB)",4.3,2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,One Time Screen Replacement within 100 days of purchase 1 Year warranty on mobile device & 6 months on accessories,5849.0
420,"Infinix HOT 12 Play (Racing Black, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + Depth Lens | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor,8999.0
421,"Infinix HOT 12 Play (Daylight Green, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + Depth Lens | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor,8999.0
425,"itel Vision3 (Jewel Blue, 32 GB)",4.3,2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,One Time Screen Replacement within 100 days of purchase 1 Year warranty on mobile device & 6 months on accessories,5775.0
435,itel Ace2 Star,4.3,4 MB RAM | 4 MB ROM,1000 mAh Battery,4.57 cm (1.8 inch) Display,12+1 Month Warranty,,899.0
440,itel Ace2 Star,4.3,4 MB RAM | 4 MB ROM,1000 mAh Battery,4.57 cm (1.8 inch) Display,12+1 Month Warranty* (Special Offer- T&C Apply),,899.0
456,"Tecno Spark 9T (Atlantic Blue, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G35 Processor,9285.0
469,"vivo Y16 (Steller Black, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 5MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Lithium Battery,Mediatek Helio P35 Processor,9999.0
518,Kechaoda K115,4.3,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months,1144.0
524,itel IT5626,4.3,8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor,1745.0
588,SAMSUNG Guru Music 2,4.3,NA ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,800 mAh Battery,NA 0 Single Core 208MHz Processor,1995.0
602,"Infinix Smart 5A (Midnight Black, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP + Depth Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio A20 Processor,7199.0
648,"Infinix Smart 5A (Quetzal Cyan, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP + Depth Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio A20 Processor,7199.0
716,LAVA A1 Super 2021,4.3,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,1199.0
718,"itel A49 (Dome Blue, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,4000 mAh Li-Polymer Battery,Quad Core Processor,5665.0
732,"itel Vision3 (Deep Ocean Black, 32 GB)",4.3,2 GB RAM | 32 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,One Time Screen Replacement within 100 days of purchase 1 Year warranty on mobile device & 6 months on accessories,5848.0
793,"Infinix Hot 11 (Silver Wave, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + Depth Lens | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5200 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor,9999.0
795,"Infinix Hot 11 (Emerald Green, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + Depth Lens | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5200 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor,9999.0
804,"Tecno Spark Go 2022 (Atlantic Blue, 32 GB)",4.3,2 GB RAM | 32 GB ROM,13MP Rear Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,Helio A20 Processor,6865.0
813,"Tecno Spark 8 Pro (Turquoise Cyan, 64 GB)",4.3,4 GB RAM | 64 GB ROM,48MP Rear Camera,17.27 cm (6.8 inch) Display,5000 mAh Battery,12 Months warranty,9840.0
857,"realme Narzo 50i (Carbon Black, 64 GB)",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) Display,5000 mAh Battery,SC9863A Processor,8999.0
860,"Tecno Spark Go 2022 (ice silver, 32 GB)",4.3,2 GB RAM | 32 GB ROM,13MP Rear Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,Helio A20 Processor,6899.0
868,"Tecno Spark Go 2022 (Iris Purple, 32 GB)",4.3,2 GB RAM | 32 GB ROM,13MP Rear Camera,16.56 cm (6.52 inch) Display,5000 mAh Battery,1 Year,6699.0
896,"Redmi 9A (Midnight Black, 32 GB)",4.3,2 GB RAM | 32 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,5000 mAh Battery,1 Year Manufacturer Warranty,7789.0
913,GREENBERRI RAFALE,4.3,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 YEAR DOMESTIC WARRANTY,899.0
928,"OPPO A16E (White, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4230 mAh Battery,Mediatek Helio P22 Processor,9990.0
956,"Redmi Go (Blue, 16 GB)",4.3,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3000 mAh Li Polymer Battery,Qualcomm Snapdragon 425 Processor,5049.0
1008,Nokia 110 Dual Sim 2022,4.3,4 MB RAM | 4 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,1000 mAh Battery,1 year,1929.0
1036,"Redmi 9A (Nature Green, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13MP Rear Camera | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G25 Processor,7990.0
1095,"OPPO A16E (Midnight Black, 32 GB)",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4230 mAh Battery,Mediatek Helio P22 Processor,9990.0
1106,"Redmi Go (Black, 8 GB)",4.3,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3000 mAh Li Polymer Battery,Qualcomm Snapdragon 425 Processor,5799.0
1110,"Infinix Smart HD 2021 (Topaz Blue, 32 GB)",4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio A20 Processor,6499.0
1135,Nokia 105 SS 2021,4.3,4 MB RAM | 4 MB ROM,800 mAh Lithium Ion Battery,4.5 cm (1.77 inch) Quarter QVGA Display,Brand Warranty of 1 Year Available for Mobile,,1430.0
1139,"LAVA BEU (ROSE PINK, 32 GB)",4.3,2 GB RAM | 32 GB ROM,13MP Rear Camera,15.44 cm (6.08 inch) Display,4060 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,5990.0
