,names,stars,price_details,memory,camara_info,display,battery,processor
480,itel it2175,4.0,"₹1,099",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1200 mAh Lithium Ion Battery,12 + 1 Month Warranty | 111 Days Replacement Offer (Special Offer)
482,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
483,Micromax X413,4.0,"₹972
₹1,19918% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Battery,One Year manufacturer Warranty
484,Nokia 125 TA-1253 DS,4.0,"₹2,200
₹2,59915% off",4 MB RAM | 4 MB ROM,1020 mAh Lithium-ion Battery,6.1 cm (2.4 inch) Display,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
487,"SAMSUNG Galaxy A03 Core (Mint, 32 GB)",4.0,"₹6,659
₹10,49936% off",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.51 cm (6.5 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
510,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
512,"SAMSUNG Galaxy S23 5G (Green, 256 GB)",4.0,"₹79,999
₹95,99916% off",8 GB RAM | 256 GB ROM,50MP + 10MP + 12MP | 12MP Front Camera,15.49 cm (6.1 inch) Full HD+ Display,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor
514,GREENBERRI VIRAT,4.0,₹849,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year For Mobile
521,Kechaoda K66 The Music House 4,4.0,"₹1,199
₹1,34911% off",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,400 mAh Battery,1 Year Brand Service Center Warranty
522,Micromax X513+,4.0,"₹1,108
₹1,79938% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1750 mAh Battery,One Year manufacturer Warranty
523,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",4.0,"₹18,999
₹20,9999% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 13MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
535,"realme NARZO 50A PRIME (FLASH BLUE, 64 GB)",4.0,"₹11,634
₹13,49913% off",4 GB RAM | 64 GB ROM,50MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,1 YEAR ON MOBILE AND 6 MONTHS FOR ACCESORIES
538,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
550,KARBONN Jumbo K9,4.0,"₹1,314
₹1,55215% off",Expandable Upto 8 GB,1.3MP Rear Camera,6.6 cm (2.6 inch) QVGA Display,1800 mAh Li-Ion Battery,1 Year for Mobile & 6 Months for Accessories
553,"MOTOROLA Edge 30 Pro (Cosmos Blue, 128 GB)",4.0,"₹35,499
₹55,99936% off",8 GB RAM | 128 GB ROM,50MP + 50MP + 2MP | 60MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,4800 mAh Lithium Polymer Battery,Qualcomm Snapdragon 8 Gen 1 Processor
566,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
571,Nokia 105 PLUS SS,4.0,"₹1,397
₹1,69917% off",4 MB RAM | 4 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,
572,Kechaoda K33,4.0,"₹1,119
₹1,1492% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,800 mAh Battery,1 Year Warranty
594,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
600,KARBONN KX3,4.0,"₹999
₹1,25020% off",31 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,800 mAh Battery,1 Year Brand Warranty
622,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
636,Motorola a70,4.0,"₹1,929",0 MB ROM | Expandable Upto 32 GB,1750 mAh Battery,6.1 cm (2.4 inch) Quarter QVGA Display,2 Year Replacement,
650,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
659,Kechaoda K33,4.0,"₹1,124
₹1,59929% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,800 mAh Battery,1 Year Warranty
677,"vivo Y01A (Sapphire Blue, 32 GB)",4.0,"₹8,250
₹12,99936% off",2 GB RAM | 32 GB ROM,8MP Rear Camera | 5MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Battery,Mediatek Helio P35 Processor
678,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
684,Motorola a70,4.0,"₹1,929",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1750 mAh Battery,6.1 cm (2.4 inch) Quarter QVGA Display,2 Year Replacement,
706,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
715,Nokia 5710 XA DS,4.0,"₹4,999
₹6,49923% off",0.046875 GB RAM | 0.125 GB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1450 mAh Lithium Ion Battery,Unisoc UMS9117-N Processor
734,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
736,"SAMSUNG GALAXY M13 5G (Aqua Green, 64 GB)",4.0,"₹12,688
₹15,99920% off",4 GB RAM | 64 GB ROM,50MP Rear Camera,16.51 cm (6.5 inch) Display,5000 mAh Battery,12 Months Warranty
760,Kechaoda A27,4.0,"₹1,120
₹1,49925% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Warranty,
761,MarQ by Flipkart M70 Shakti,4.0,"₹1,599",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,3000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
762,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
765,Nokia 110 TA-1302 DS,4.0,"₹1,697
₹1,89910% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile
771,"itel A27 (Deep Gray, 32 GB)",4.0,"₹5,299",2 GB RAM | 32 GB ROM,2MP Rear Camera,13.84 cm (5.45 inch) Display,4000 mAh Battery,100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories
772,Kechaoda K33,4.0,"₹1,160
₹1,49922% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,800 mAh Battery,1 Year Warranty
776,"REDMI 10A SPORT (SLATE GREY, 128 GB)",4.0,"₹10,770
₹11,99910% off",6 GB RAM | 128 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Display,5000 mAh Battery,12 Months Warranty
787,Nokia 110 DS,4.0,"₹1,720
₹2,09918% off",4 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Battery,1 Year
790,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
812,LAVA A7 Star,4.0,"₹1,527
₹1,89919% off",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0MP Front Camera,6.1 cm (2.4 inch) Quarter QVGA Display,1800 mAh Lithium Ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
818,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
825,itel it5026,4.0,"₹1,305
₹1,307",4 MB RAM | 4 MB ROM,2MP Rear Camera,6.1 cm (2.4 inch) Display,1200 mAh Battery,1 Year Manufacturer Warranty on handset and six month of accessories
826,"SAMSUNG Galaxy A14 5G (Black, 128 GB)",4.0,"₹20,999
₹22,9998% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 13MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
832,"SAMSUNG Galaxy A03 Core (Onyx, 32 GB)",4.0,"₹6,748
₹10,49935% off",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.51 cm (6.5 inch) Display,5000 mAh Battery,"12 Months brand Warranty , Domestic Only"
846,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
869,Micromax X749,4.0,"₹1,367
₹2,29040% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1750 mAh Battery,1 Year Product and 6 Month Accessories
872,Kechaoda A27,4.0,"₹1,099
₹1,49926% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Warranty,
874,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
875,Kechaoda A27,4.0,"₹1,099",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Warranty,
902,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
908,BlackZone ECO X,4.0,"₹1,429
₹1,4702% off",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,1000 mAh Battery,Brand Warranty of 1 Year Available for Mobile
909,BlackZone ECO X,4.0,"₹1,449
₹1,4701% off",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,1000 mAh Battery,Brand Warranty of 1 Year Available for Mobile
914,"Infinix Hot 11S (Silver Wave, 64 GB)",4.0,"₹10,999
₹13,99921% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50 MP + 2 MP + AI Lens | 8MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,5000 mAh Li-ion Polymer Battery,Mediatek Helio G88 Processor
930,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
935,KARBONN K9 max,4.0,"₹1,590
₹1,89015% off",64 MB RAM | 64 MB ROM,2MP Rear Camera,6.6 cm (2.6 inch) QVGA Display,2500 mAh Battery,1 Year Manufacturer Warranty
938,"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)",4.0,"₹11,499
₹13,99917% off",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.55 cm (6.515 inch) HD+ Display,6000 mAh Lithium-ion Battery,Exynos 850 Processor
958,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
960,Micromax X746,4.0,"₹1,450
₹2,49941% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,3000 mAh Battery,1 Year Warranty
967,Nokia 110 DS,4.0,"₹1,666
₹2,09920% off",4 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Battery,1 YEAR
971,LAVA A5,4.0,"₹1,410
₹1,59011% off",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
986,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
1002,BlackZone S18,4.0,"₹1,258
₹1,2791% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,3000 mAh Battery,1 Year Manufacturer Warranty for Device
1014,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
1022,Micromax X746,4.0,"₹1,450
₹2,49941% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,3000 mAh Battery,1 Year Warranty
1042,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
1044,SAREGAMA Carvaan Mobile Malayalam M11,4.0,"₹1,990",32 MB RAM | 2000 MB ROM,1800 mAh Battery,4.57 cm (1.8 inch) Display,One Year domestic warranty against manufacturing defects,
1045,"IQOO 9T 5G (ALPHA, 128 GB)",4.0,"₹48,999
₹49,9992% off",8 GB RAM | 128 GB ROM,50MP Rear Camera,17.22 cm (6.78 inch) Display,4700 mAh Battery,1 Year
1047,"MOTOROLA Edge 30 Pro (Stardust White, 128 GB)",4.0,"₹35,499
₹55,99936% off",8 GB RAM | 128 GB ROM,50MP + 50MP + 2MP | 60MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,4800 mAh Lithium Polymer Battery,Qualcomm Snapdragon 8 Gen 1 Processor
1070,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
1080,LAVA Prime X,4.0,"₹1,440
₹1,79919% off",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,800 mAh Battery,2 Year Replacement Warranty & 6 Months Accessories Warranty
1093,"Itel Magic2 4G (WiFi, Hotspot Tethering)",4.0,"₹2,899
₹3,0996% off",64 MB RAM | 128 MB ROM | Expandable Upto 64 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1900 mAh Lithium ion Battery,Unisoc T117 Processor
1098,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
1099,Nokia 110 TA-1302 DS,4.0,"₹1,699
₹2,09919% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile
1126,itel IT5626,4.0,"₹1,749
₹2,09916% off",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,2500 mAh Lithium ion Battery,SC6531C Processor
1130,GREENBERRI VIRAT,4.0,₹849,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year For Mobile
1138,"vivo V21 5G (Sunset Dazzle, 128 GB)",4.0,"₹27,990
₹32,99015% off",8 GB RAM | 128 GB ROM,64MP + 8MP + 2MP | 44MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,4000 mAh Lithium-ion Battery,MediaTek Dimensity 800U Processor
