,names,stars,price_details,memory,camara_info,display,battery,processor
254,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
271,Nokia 150 DS 2020,4.1,"₹2,578
₹2,99914% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor
272,"MOTOROLA e32 (Arctic Blue, 64 GB)",4.1,"₹8,999
₹11,99925% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,Mediatek Helio G37 Processor
280,"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)",4.1,"₹24,999
₹27,99910% off",6 GB RAM | 128 GB ROM,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD Display,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
281,"Infinix Note 12 Pro 5G (Force Black, 128 GB)",4.1,"₹16,999
₹24,99932% off",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,108MP + 2MP (Depth) + 2MP (Macro) | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
282,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
300,"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.1,"₹23,999
₹28,99017% off",6 GB RAM | 128 GB ROM,64MP + 8MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
308,"MOTOROLA Edge 30 (Meteor Grey, 128 GB)",4.1,"₹25,199
₹34,99928% off",8 GB RAM | 128 GB ROM,50MP + 50MP + 2MP | 32MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4020 mAh Lithium Battery,Qualcomm Snapdragon 778G Plus Processor
310,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
311,Nokia 150 DS 2020,4.1,"₹2,577
₹2,99914% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor
317,Kechaoda K115,4.1,"₹1,149
₹1,49923% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months
327,"Nothing Phone (1) (White, 256 GB)",4.1,"₹35,999
₹42,99916% off",12 GB RAM | 256 GB ROM,50MP + 50MP | 16MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
329,Motorola a10,4.1,"₹1,449",0 MB ROM | Expandable Upto 32 GB,1750 mAh Battery,4.57 cm (1.8 inch) Quarter QVGA Display,2 Year Replacement,
336,Kechaoda K115,4.1,"₹1,190
₹1,49920% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months
338,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
347,"REDMI 10A (Slate Grey, 32 GB)",4.1,"₹7,699
₹10,99930% off",3 GB RAM | 32 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Display,5000 mAh Battery,12 months
366,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
392,itel Magic3 Smart Touch Keypad,4.1,"₹1,499
₹2,49940% off",8 MB RAM | 8 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,1500 mAh Battery,Smart Touch Keypad - Add a Magical Touch to your Life
394,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
401,"SAMSUNG Galaxy A03 (Blue, 32 GB)",4.1,"₹8,463
₹12,99934% off",3 GB RAM | 32 GB ROM,48MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
408,LAVA Flip,4.1,"₹1,911",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.08MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1200 mAh Lithium-ion Battery,MTK6261D Processor
412,Kechaoda K28,4.1,"₹1,330
₹1,49911% off",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1700 mAh Battery,1 Year Manufacturer Warranty
422,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
424,Nokia 105 PLUS,4.1,"₹1,549
₹1,89918% off",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,1000 mAh Lithium Ion Battery,MTK6261D Processor
427,Nokia 105 PLUS,4.1,"₹1,549
₹1,89918% off",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,1000 mAh Lithium Ion Battery,MTK6261D Processor
429,"MOTOROLA Edge 30 (Aurora Green, 128 GB)",4.1,"₹25,199
₹34,99928% off",8 GB RAM | 128 GB ROM,50MP + 50MP + 2MP | 32MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4020 mAh Lithium Battery,Qualcomm Snapdragon 778G Plus Processor
434,Kechaoda K28,4.1,"₹1,350",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1700 mAh Battery,1 Year Manufacturer Warranty
450,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
452,itel Muzik 400,4.1,"₹1,615
₹1,7095% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,3000 mAh Battery,ARM9 architecture (Single core) Processor
457,LAVA A1 2021,4.1,"₹1,279",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,800 mAh Lithium Ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
468,LAVA A1 2021,4.1,"₹1,159",0 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Li-ion Battery,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
476,itel Power 110,4.1,"₹1,325",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,2500 mAh Lithium-ion Battery,SC6531E Processor
478,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
488,LAVA Hero 600i,4.1,"₹948
₹9995% off",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,620 mAh Battery,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
490,"vivo Y100 5G (Pacific Blue, 128 GB)",4.1,"₹24,999
₹29,99916% off",8 GB RAM | 128 GB ROM,64MP (OIS) + 2MP + 2MP | 16MP Front Camera,16.21 cm (6.38 inch) Full HD+ AMOLED Display,4500 mAh Battery,Mediatek Dimensity 900 Processor
506,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
508,Kechaoda K115,4.1,"₹1,170
₹1,49921% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months
509,"Micromax IN Note 1 (White, 64 GB)",4.1,"₹11,499
₹15,49925% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Li-Polymer Battery,MediaTek Helio G85 (MT6769V/CZ) Processor
516,"OPPO A57 (Glowing Gold, 64 GB)",4.1,"₹13,999
₹16,99017% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 8MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
534,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
540,SAMSUNG GURU MUSIC 2,4.1,"₹1,995
₹2,34014% off",8 MB RAM | 0 GB ROM | Expandable Upto 16 GB,0MP | 0MP Front Camera,5.08 cm (2 inch) QVGA Display,800 mAh Battery,0 0 0 208MHz Processor
543,LAVA Flip,4.1,"₹1,869
₹2,19915% off",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.08MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1200 mAh Lithium-ion Battery,MTK6261D Processor
544,itel It2171,4.1,"₹949
₹9894% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 year
546,itel Power 410,4.1,"₹1,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,2500 mAh Lithium-ion Battery,SC6531E Processor
547,LAVA 34 Ultra,4.1,"₹1,649
₹1,89913% off",24 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,2575 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box
551,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
562,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
563,SAMSUNG Guru 1200,4.1,"₹1,890",153 MB RAM | 153 MB ROM,800 mAh Battery,3.81 cm (1.5 inch) Display,0 0 0 0 Processor Processor,1 Year Manufacturer Warranty
569,"OPPO F21S PRO (Dawnlight Gold, 128 GB)",4.1,"₹21,890
₹21,990",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,64MP + 2MP + 2MP | 32MP + 2MP Dual Front Camera,16.33 cm (6.43 inch) Full HD+ Display,4500 mAh Battery,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor
590,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
593,"itel Vision 3 (Deep Ocean Black, 64 GB)",4.1,"₹6,864
₹8,99923% off",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc 9863A Processor
597,Kechaoda K115,4.1,"₹1,160
₹1,49922% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months
599,Kechaoda K115,4.1,"₹1,180
₹1,49921% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months
605,"Tecno Pova 3 (Eco Black, 128 GB)",4.1,"₹13,485
₹15,99915% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50MP + 2MP + 2MP | 8MP Front Camera,17.53 cm (6.9 inch) Full HD+ Display,7000 mAh Battery,MediaTek Helio G88 Processor
618,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
620,LAVA Hero 600i,4.1,"₹948
₹1,19920% off",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,620 mAh Battery,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
623,itel Power 410,4.1,"₹1,499
₹1,5593% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,2500 mAh Lithium-ion Battery,SC6531E Processor
624,itel Magic3 Smart Touch Keypad,4.1,"₹1,499
₹2,49940% off",8 MB RAM | 8 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,1500 mAh Battery,Smart Touch Keypad - Add a Magical Touch to your Life
629,itel Power 410,4.1,"₹1,499
₹1,5593% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,2500 mAh Lithium-ion Battery,SC6531E Processor
635,"vivo Y21G (Diamond Glow, 64 GB)",4.1,"₹13,499
₹17,99024% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 8MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Lithium Battery,Mediatek MT6769 Helio G70 Processor
646,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
649,LAVA A5,4.1,"₹1,419
₹1,429",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
660,Nokia 105 PLUS,4.1,"₹1,399
₹1,69917% off",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,1000 mAh Lithium Ion Battery,MTK6261D Processor
661,"SAMSUNG Galaxy A13 (Blue, 128 GB)",4.1,"₹14,999
₹19,99024% off",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
663,"SAMSUNG Galaxy A13 (Blue, 128 GB)",4.1,"₹16,499
₹20,99021% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
664,Nokia 105 PLUS,4.1,"₹1,399
₹1,69917% off",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,1000 mAh Lithium Ion Battery,MTK6261D Processor
666,"itel Vision 3 (Multi Green, 64 GB)",4.1,"₹6,911",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Unisoc 9863A Processor
674,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
679,Nokia 5310ds,4.1,"₹3,549
₹3,99911% off",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1200 mAh Lithium-ion Battery,MT6260A Processor
685,"Redmi 9A Sport (Carbon Black, 32 GB)",4.1,"₹7,289
₹8,49914% off",2 GB RAM | 32 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Display,5000 mAh Battery,1 Year Warranty
686,"Redmi 9A Sport (Coral Green, 32 GB)",4.1,"₹6,975",2 GB RAM | 32 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Display,5000 mAh Battery,1 Year Warranty
702,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
730,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
733,MTR Ferrari,4.1,"₹1,300
₹1,3705% off",64 MB RAM | 64 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Battery,12 Months
743,Kechaoda A26,4.1,"₹1,120
₹1,59929% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Company Warranty,
745,"SAMSUNG Galaxy A13 (Black, 128 GB)",4.1,"₹16,499
₹20,99021% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
758,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
764,"REDMI A1+ (Light Blue, 32 GB)",4.1,"₹7,499
₹9,99925% off",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor
773,GREENBERRI RAFALE,4.1,₹899,32 MB RAM | 32 MB ROM,2MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 year domestic warranty
786,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
789,LAVA Hero 600i,4.1,"₹939
₹1,19921% off",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,620 mAh Battery,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
