,names,stars,price_details,memory,camara_info,display,battery,processor
707,"REDMI Note 11 Pro (Stealth Black, 128 GB)",4.2,"₹17,990
₹22,99921% off",6 GB RAM | 128 GB ROM,108MP Rear Camera,16.94 cm (6.67 inch) Display,5000 mAh Battery,12 Months Warranty
717,"SAMSUNG Galaxy A52 (Awesome Blue, 128 GB)",4.2,"₹25,990",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 720G Processor
721,"POCO M5 (Yellow, 64 GB)",4.2,"₹10,999
₹15,99931% off",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor
728,"SAMSUNG Galaxy M32 Prime Edition (Black, 64 GB)",4.2,"₹12,722
₹16,99925% off",4 GB RAM | 64 GB ROM,64MP Rear Camera,16.26 cm (6.4 inch) Display,6000 mAh Battery,12 Months Warranty
744,"REDMI Note 10S (Frost White, 128 GB)",4.2,"₹16,499
₹20,99921% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.33 cm (6.43 inch) Full HD+ Super AMOLED Display,5000 mAh Lithium-Ploymer Battery,Mediatek Helio G95 Processor
757,"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",4.2,"₹14,499
₹16,99914% off",4 GB RAM | 64 GB ROM,64MP + 8MP + 2MP | 16MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,6000 mAh Battery,Qualcomm Snapdragon 732G Processor
767,"MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)",4.2,"₹16,499
₹19,99917% off",6 GB RAM | 128 GB ROM,64MP + 8MP + 2MP | 16MP Front Camera,17.22 cm (6.78 inch) Full HD+ Display,6000 mAh Battery,Qualcomm Snapdragon 732G Processor
785,"REDMI 9 Activ (Carbon Black, 64 GB)",4.2,"₹9,147
₹10,99916% off",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G35 Processor
797,Nokia TA-1304/105 SS,4.2,"₹1,448",4 MB RAM | 4 MB ROM,800 mAh Battery,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,
798,"Tecno Spark 8C (Diamond Grey, 64 GB)",4.2,"₹8,888
₹9,1903% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP Rear Camera | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,Unisoc T606 Processor
858,"Tecno Pop 5 Pro (Ice Blue, 32 GB)",4.2,"₹7,099
₹10,99935% off",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,6000 mAh Battery,Helio A22 Processor
877,"IQOO Z6 44W (Lumina Blue, 128 GB)",4.2,"₹14,390
₹19,99928% off",4 GB RAM | 128 GB ROM,50MP + 50MP + 2MP + 2MP | 16MP + 16MP Dual Front Camera,16.36 cm (6.44 inch) Display,5000 mAh Battery,1 Year
880,LAVA A1,4.2,"₹1,189
₹1,2152% off",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Battery,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C Apply)
882,"realme narzo 50 5G (Hyper Blue, 128 GB)",4.2,"₹16,990
₹19,99915% off",6 GB RAM | 128 GB ROM,48MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,12Months Brand Warranty
888,"Tecno Spark 8 (Turquoise Cyan, 64 GB)",4.2,"₹8,899
₹13,49934% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16MP Rear Camera | 8MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G25 Processor
925,itel Ace 2N,4.2,₹889,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1000 mAh Lithium Ion Battery,Mediatek MT6261D Processor
929,"Mi 11 Lite (Tuscany Coral, 128 GB)",4.2,"₹20,999
₹22,0264% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,64MP + 8MP + 5MP | 16MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4250 mAh Li-Polymer Battery,Qualcomm Snapdragon 732G Processor
933,itel Power 100 New,4.2,"₹1,335",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,2500 mAh Lithium-ion Battery,SC6531E Processor
939,KARBONN K9 max,4.2,"₹1,590",64 MB RAM | 64 MB ROM,2MP Rear Camera,6.6 cm (2.6 inch) QVGA Display,2500 mAh Battery,1 Year Manufacturer Warranty
952,"REDMI Note 10S (Deep Sea Blue, 128 GB)",4.2,"₹16,499
₹20,99921% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.33 cm (6.43 inch) Full HD+ Super AMOLED Display,5000 mAh Lithium-Ploymer Battery,Mediatek Helio G95 Processor
964,"vivo V23e 5G (Sunshine Gold, 128 GB)",4.2,"₹24,999
₹28,99013% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 44MP Front Camera,16.36 cm (6.44 inch) Full HD+ AMOLED Display,4050 mAh Lithium Battery,Mediatek Dimensity 810 Processor
968,"IQOO Z6 Lite 5G (Without Charger) (Stellar Green, 64 GB)",4.2,"₹14,390
₹15,99910% off",4 GB RAM | 64 GB ROM,50MP Rear Camera,16.97 cm (6.68 inch) Display,5000 mAh Battery,1 Year
985,"SAMSUNG Galaxy A73 5G (Awesome Mint, 128 GB)",4.2,"₹41,999
₹47,49011% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,108MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Li-ion Battery,Qualcomm Snapdragon 778G Processor
993,"Tecno Spark 8C (Turquoise Cyan, 64 GB)",4.2,"₹8,140
₹8,2401% off",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP Rear Camera | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,Unisoc T606 Processor
994,"Tecno Spark 8C (Iris Purple, 64 GB)",4.2,"₹8,799
₹8,9481% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP Rear Camera | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,Unisoc T606 Processor
995,"SAMSUNG Galaxy M04 (Light Green, 128 GB)",4.2,"₹10,890
₹13,49919% off",4 GB RAM | 128 GB ROM,13MP + 2MP,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,MediaTek Helio P35 Processor
996,"REDMI 10 Prime 2022 (Astral White, 64 GB)",4.2,"₹12,990
₹14,99913% off",4 GB RAM | 64 GB ROM,50MP Rear Camera,16.51 cm (6.5 inch) Display,6000 mAh Battery,12 Months
998,"Tecno Spark 8C (Magnet Black, 64 GB)",4.2,"₹8,199
₹8,248",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP Rear Camera | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,Unisoc T606 Processor
1011,"Xiaomi 11Lite NE (Diamond Dazzle, 128 GB)",4.2,"₹20,990
₹23,89512% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,64MP + 8MP + 5MP | 20MP Front Camera,16.64 cm (6.55 inch) Full HD+ Display,4250 mAh Battery,Qualcomm Snapdragon 778G Processor
1019,itel Ace 2N,4.2,"₹889
₹890",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1000 mAh Lithium Ion Battery,Mediatek MT6261D Processor
1050,"Infinix Note 12 TURBO (Snowfall, 128 GB)",4.2,"₹14,999
₹19,99925% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
1051,"REDMI Note 10S (Shadow Black, 128 GB)",4.2,"₹16,499
₹20,99921% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.33 cm (6.43 inch) Full HD+ Super AMOLED Display,5000 mAh Lithium-Ploymer Battery,Mediatek Helio G95 Processor
1052,"Tecno Spark 8T (Atlantic Blue, 64 GB)",4.2,"₹9,490
₹10,2907% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,50MP Rear Camera | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,5000 mAh Battery,MediaTek Helio G35 Processor
1055,"REDMI 9 Activ (Metallic Purple, 128 GB)",4.2,"₹10,499
₹12,99919% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio G35 Processor
1067,"Infinix Note 11s Free Fire Edition (Haze Green, 128 GB)",4.2,"₹15,999
₹18,99915% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,17.65 cm (6.95 inch) Full HD+ Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio G96 Processor
1068,"Infinix Note 11s Free Fire Edition (Mithril Grey, 128 GB)",4.2,"₹15,999
₹18,99915% off",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,17.65 cm (6.95 inch) Full HD+ Display,5000 mAh Li-ion Polymer Battery,MediaTek Helio G96 Processor
1069,"MOTOROLA G60 (Dynamic Gray, 128 GB)",4.2,"₹15,999
₹21,99927% off",6 GB RAM | 128 GB ROM,108MP + 8MP + 2MP | 32MP Front Camera,17.27 cm (6.8 inch) Full HD+ Display,6000 mAh Battery,Qualcomm Snapdragon 732G Processor
1075,SAMSUNG Guru Music 2,4.2,"₹1,995
₹2,34014% off",0.53 RAM | NA KB ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,800 mAh Battery,NA 0 Single Core 208MHz Processor
1092,KARBONN K9 PUNCH,4.2,"₹1,485
₹1,99025% off",52 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP | 0.3MP Front Camera,6.1 cm (2.4 inch) FWVGA+ Display,2500 mAh Battery,NA Processor
1097,"REDMI Note 11 Pro (Star blue, 128 GB)",4.2,"₹18,300
₹22,99920% off",6 GB RAM | 128 GB ROM,108MP Rear Camera,16.94 cm (6.67 inch) Display,5000 mAh Battery,12 Months Warranty
1104,"SAMSUNG Galaxy M04 (Dark Blue, 128 GB)",4.2,"₹10,868
₹13,49919% off",4 GB RAM | 128 GB ROM,13MP + 2MP,16.51 cm (6.5 inch) HD+ Display,5000 mAh Battery,MediaTek Helio P35 Processor
1107,"OnePlus 10 Pro 5G (Volcanic Black, 128 GB)",4.2,"₹56,999",8 GB RAM | 128 GB ROM,48MP Rear Camera,17.02 cm (6.7 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1108,"Tecno Spark 8C (Diamond Grey, 64 GB)",4.2,"₹7,899
₹8,4987% off",3 GB RAM | 64 GB ROM,13MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1123,KARBONN K9 Punch,4.2,"₹1,485
₹1,99025% off",52 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP | 0.3MP Front Camera,6.1 cm (2.4 inch) FWVGA Display,2500 mAh Battery,NA Processor
1134,"realme C15 (Power Blue, 32 GB)",4.2,"₹10,049
₹11,99916% off",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,6000 mAh Lithium-ion Battery,Mediatek Helio G35 Processor
